fecha_de_apertura,dia_de_apertura,fecha_ocurrencia_hechos,dia_ocurrencia,hora_militar_ocurrencia_hechos,conforman_unidad_domestica,fisica,verbal,economica,psicologica,sexual,genero_m_f_victima,edad_victima,victima_conflicto_armado,etnia_victima,estado_civil_victima,escolaridad_victima,corregimiento_victima,comuna_de_la_victima,barrio_victima,ocupacion_victima,no_hijos_victima,vivienda_victima,nucleo_familiar_victima,numero_hermanos_victima,genero_agresor_m_f,parentesco_frente_a_la_victima,no_de_hijos_agresor,edad_agresor,estado_civil_agresor,escolaridad_agresor,ocupacion_agresor,corregimiento_agresor,comuna_agresor,barrio,tipo_vivienda
2022-02-23T00:00:00.000,miercoles,17/02/2022,jueves,no aplica,no aplica,si,si,no,si,no,femenino,45.0,no aplica,no aplica,casado(a),no registro,ninguno,comuna7,parques de la italia,empleado,2.0,propia,no aplica,,masculino,exconyugue,4.0,36.0,casado,segundo bachiller,taxista,ninguno,comuna1,zamorano,propia
2022-02-23T00:00:00.000,miercoles,no aplica,no aplica,no aplica,no,si,si,no,si,no,femenino,30.0,no,no aplica,soltera,no registro,ninguno,comuna4,san cayetano,no registro,1.0,no registro,5,,masculino,exconyugue,1.0,2.0,soltero,no registro,independiente,ninguno,comuna5,san pedro,alquilada
2022-02-23T00:00:00.000,miercoles,21/02/2022,lunes,08:00 a. m.,no,si,si,no,si,no,femenino,23.0,no aplica,no aplica,soltera,sexto-bachiller,ninguno,comuna7,el recreo,independiente,3.0,alquilada,4,,masculino,exconyugue,3.0,8.0,soltero,no registro,independiente,ninguno,comuna7,urb. petruc,no registro
2022-02-25T00:00:00.000,viernes,25/02/2022,viernes,08:30 p. m.,si,si,si,no,si,no,masculino,30.0,no,no,no registro,postgrado,ninguno,comuna4,bizerta,diseñadora,2.0,alquilada,5,1.0,femenino,coyugue,3.0,11.0,no registro,bachiller,no registro,ninguno,comuna4,bizerta,alquilada
2022-02-28T00:00:00.000,lunes,no aplica,no aplica,no aplica,si,no,si,si,si,no,femenino,41.0,si,no aplica,unión libre,técnico,ninguno,comuna6,urb. las flores,ama de casa,1.0,propia,3,,masculino,coyugue,1.0,12.0,unión libre,bachiller,militar,ninguno,comuna6,urb. las flores,propia
2022-02-28T00:00:00.000,lunes,27/02/2022,domingo,05:00 p. m.,no,no,si,no,si,no,femenino,24.0,no aplica,no aplica,soltera,estudiante estetica,ninguno,comuna7,sesquicentenario,estudiante estetica,1.0,familiar,no aplica,,masculino,exconyugue,1.0,3.0,soltero,tecnologo,mecanico industrial,ninguno,comuna7,el sembrador,propia
2022-02-01T00:00:00.000,martes,no aplica,no aplica,no aplica,no,si,si,no,si,no,femenino,27.0,no,ninguno,soltero(a),bachiller completo,ninguno,comuna6,guayacanes,auxiliar de cocina,2.0,alquilada,3,2.0,masculino,ex-conyugue,5.0,20.0,soltero(a),bachiller incompleto,operario,ninguno,no aplica,duitama,alquilada
2022-02-01T00:00:00.000,martes,no aplica,no aplica,no aplica,si,si,si,no,si,no,femenino,62.0,no,ninguno,casado(a),primaria completa,ninguno,comuna3,emilia,oficina varios,1.0,propia,3,5.0,masculino,conyugue,,57.0,casado(a),no aplica,reciclador,ninguno,comuna3,emilia,propia
2022-02-02T00:00:00.000,miércoles,30/01/2022,domingo,11:00 p. m.,si,si,si,no,si,no,femenino,44.0,no,ninguna,soltera,bachiller,rozo,comuna 8,cgto rozo,independiente,1.0,familiar,4,1.0,masculino,hijo(a),6.0,29.0,soltero,bachiller,desempleado,rozo,comuna 8,cgto rozo,familiar
2022-02-07T00:00:00.000,lunes,2022-04-02T00:00:00.000,viernes,10:00 p. m.,si,si,si,no,si,no,femenino,38.0,no,ninguno,soltera,profesional,rozo,comuna 8,cgto rozo,independiente,3.0,alquiler,5,,masculino,ex conyuge,1.0,47.0,soltero,bachiller,independiente,no aplica,comuna 8,cgto rozo,propia
2022-02-16T00:00:00.000,miercoles,2022-11-02T00:00:00.000,viernes,12:00 a. m.,si,si,si,no,si,no,femenino,30.0,no,ninguna,union libre,bachiller,rozo,comuna 8,cgto rozo,ama de casa,1.0,alquiler,3,1.0,masculino,expareja,1.0,34.0,union libre,bachiller,oficios varios,rozo,comuna 8,cgto rozo,alquilada
2022-02-25T00:00:00.000,viernes,2022-06-02T00:00:00.000,domingo,10:30 a. m.,no,si,si,no,si,no,femenino,28.0,no,ninguna,soltera,primaria completa,rozo,comuna 8,cgto rozo,empleada,3.0,alquiler,5,2.0,masculino,expareja,6.0,32.0,soltero,bachiller,oficios varios,rozo,comuna 8,cgto rozo,alquilada
2022-03-03T00:00:00.000,jueves,2022-01-03T00:00:00.000,martes,16:08 p.m.,si,si,si,no,si,no,femenino,22.0,no,no,soltero(a),bachiller completo,ninguno,comuna3,olímpico,independiente,0.0,propia,2,0.0,masculino,ex-conyuge,1.0,24.0,soltero(a),bachiller completo,independiente,ninguno,comuna1,zamorano,propia
2022-03-03T00:00:00.000,jueves,2022-01-03T00:00:00.000,martes,9:43 a.m.,si,si,si,no,si,no,femenino,29.0,no,no,soltero(a),bachiller completo,ninguno,comuna1,molinos de comfandi,independiente,2.0,familiar,2,2.0,masculino,ex-conyuge,2.0,50.0,soltero(a),bachiller completo,independiente,ninguno,comuna1,bosques del eden,familiar
2022-08-03T00:00:00.000,martes,2022-08-03T00:00:00.000,martes,10:45 a.m.,si,si,si,no,si,no,masculino,49.0,no,no,soltero(a),bachiller completo,ninguno,comuna7,el trébol,independiente,2.0,propia,1,6.0,femenino,conyuge,2.0,46.0,soltero(a),primaria completa,desempleado,ninguno,comuna1,poblado cali,alquilada
2022-08-03T00:00:00.000,martes,2022-08-03T00:00:00.000,martes,16:03 p.m.,si,si,si,no,si,no,femenino,36.0,no,no,soltero(a),bachiller completo,ninguno,comuna7,campos de la italia,independiente,2.0,alquilada,3,0.0,masculino,conyuge,1.0,29.0,soltero(a),pregrado,empleado,ninguno,comuna1,caney especial cali,alquilada
2022-08-03T00:00:00.000,martes,16/02/2022,miércoles,10:18 a.m.,si,si,si,no,si,no,femenino,21.0,no,no,soltero(a),bachiller completo,ninguno,comuna3,el prado,independiente,1.0,alquilada,5,1.0,masculino,ex-conyuge,3.0,32.0,soltero(a),primaria incompleta,independiente,ninguno,comuna1,ciudad santiago de cali,alquilada
2022-09-03T00:00:00.000,miércoles,2022-12-02T00:00:00.000,sábado,11:47 a.m.,si,si,si,no,si,no,femenino,24.0,no,no,soltero(a),pregrado,ninguno,comuna1,villa claudia,independiente,1.0,alquilada,3,0.0,masculino,ex-conyuge,1.0,40.0,soltero(a),primaria incompleta,empleado,la pampa,comuna12,no,alquilada
2022-09-03T00:00:00.000,miércoles,21/02/2022,lunes,12:30 a.m.,si,si,si,no,si,no,femenino,35.0,no,no,soltero(a),primaria completa,tienda nueva,comuna13,tres esquinas,independiente,2.0,alquilada,2,0.0,masculino,ex-conyuge,0.0,30.0,soltero(a),primaria incompleta,independiente,tienda nueva,comuna13,la guajira,propia
2022-10-03T00:00:00.000,jueves,2022-10-03T00:00:00.000,jueves,11:50 a.m.,si,si,si,no,si,no,femenino,55.0,no,no,unión libre,primaria completa,ninguno,comuna5,san pedro,independiente,5.0,alquilada,3,0.0,masculino,hijo(a),0.0,18.0,soltero(a),bachiller completo,independiente,ninguno,comuna5,san pedro,alquilada
2022-11-03T00:00:00.000,viernes,19/01/2022,miércoles,14:54 p.m.,si,si,si,no,si,no,femenino,32.0,no,no,soltero(a),bachiller completo,ninguno,comuna7,parques de la italia,independiente,2.0,familiar,3,0.0,masculino,ex-conyuge,2.0,32.0,soltero(a),bachiller completo,empleado,ninguno,comuna7,parques de la italia,alquilada
2022-11-03T00:00:00.000,viernes,2022-05-03T00:00:00.000,sábado,7:00 a.m.,si,si,si,no,si,no,femenino,36.0,no,no,soltero(a),bachiller completo,ninguno,comuna1,la esperanza,independiente,0.0,alquilada,1,2.0,masculino,ex-conyuge,0.0,34.0,soltero(a),bachiller completo,empleado,ninguno,comuna5,san pedro,alquilada
15/03/2022,martes,15/03/2022,martes,8:53 a.m.,si,si,si,no,si,no,femenino,27.0,no,no,unión libre,bachiller completo,ninguno,comuna7,chapinero sur,empleado,1.0,alquilada,2,4.0,masculino,ex-conyuge,1.0,30.0,soltero(a),bachiller incompleto,desempleado,ninguno,comuna7,chapinero sur,alquilada
15/03/2022,martes,15/03/2022,martes,15:19 p.m.,si,si,si,no,si,no,masculino,90.0,no,no,soltero(a),primaria incompleta,ninguno,comuna1,simón bolívar,desempleado,5.0,familiar,4,0.0,femenino,hermano(a),0.0,42.0,soltero(a),bachiller incompleto,desempleado,ninguno,comuna1,simón bolívar,familiar
17/03/2022,jueves,2022-08-03T00:00:00.000,martes,8:51 a.m.,si,si,si,no,si,si,femenino,29.0,no,no,soltero(a),técnico,ninguno,comuna3,llanogrande,empleado,1.0,familiar,2,0.0,masculino,ex-conyuge,1.0,27.0,soltero(a),bachiller incompleto,desempleado,ninguno,comuna7,montebello cali,familiar
22/03/2022,martes,2022-06-03T00:00:00.000,domingo,8:53 a.m.,si,si,si,no,si,no,femenino,27.0,no,no,soltero(a),bachiller incompleto,ninguno,comuna1,zamorano,independiente,0.0,alquilada,2,0.0,masculino,ex-conyuge,0.0,37.0,soltero(a),primaria incompleta,desempleado,ninguno,comuna2,las mercedes,familiar
28/03/2022,lunes,28/03/2022,lunes,13:29 a.m.,si,si,si,no,si,no,femenino,40.0,no,no,soltero(a),bachiller completo,ninguno,comuna3,la emilia,independiente,3.0,propia,3,0.0,masculino,ex-conyuge,1.0,60.0,soltero(a),primaria incompleta,independiente,ninguno,comuna3,fontibón cundinamarca,propia
31/03/2022,jueves,28/03/2022,lunes,8:54 a.m.,si,si,si,no,si,no,femenino,44.0,no,no,casado(a),bachiller incompleto,rozo,comuna8,la torres callejón vergara,independiente,4.0,alquilada,5,0.0,masculino,conyuge,2.0,44.0,casado(a),bachiller completo,empleado,rozo,comuna8,la torres callejón vergara,alquilada
2022-01-03T00:00:00.000,martes,25/02/2022,viernes,no aplica,no,no,si,no,si,no,femenino,25.0,no aplica,no aplica,soltera,técnico,ninguno,comuna3,rivera escobar,manicurista,1.0,alquilada,5,2.0,masculino,coyugue,1.0,5.0,soltero,bachiller,empleado,ninguno,comuna1,zamorano,alquilada
2022-01-03T00:00:00.000,martes,no aplica,no aplica,no aplica,no,si,si,no,si,no,femenino,20.0,no,no aplica,soltera,noveno-bachiller,ninguno,comuna4,uribe uribe,ama de casa,1.0,alquilada,no aplica,,masculino,exconyugue,1.0,9.0,soltero,bachiller,servicio de,ninguno,comuna5,no aplica,no registro
2022-02-03T00:00:00.000,miercoles,2022-01-03T00:00:00.000,martes,no aplica,si,no,si,no,si,no,femenino,19.0,no,no aplica,soltera,técnico,ninguno,comuna3,fray luis,estudios,,alquilada,3,1.0,masculino,hermano(a),,,soltero,técnico,empleado,ninguno,comuna3,fray luis,alquilada
2022-03-03T00:00:00.000,jueves,2022-03-03T00:00:00.000,jueves,04:00 a. m.,si,si,si,no,si,no,femenino,64.0,no,no aplica,casado(a),bachiller,ninguno,comuna4,no aplica,ama de casa,3.0,propia,5,,masculino,hijo(a),,,soltero,tecnologo,desempleado,ninguno,comuna4,no aplica,familiar
2022-03-03T00:00:00.000,jueves,no aplica,no aplica,no aplica,no,no,si,no,si,no,femenino,29.0,si,no aplica,soltera,tecnico profesional,ninguno,comuna7,las americas,diseño modas,1.0,familiar,4,1.0,masculino,exconyugue,1.0,7.0,no registro,postgrado,maestro,ninguno,no aplica,no aplica,no registro
2022-04-03T00:00:00.000,viernes,no aplica,no aplica,no aplica,si,si,si,no,si,no,femenino,52.0,no aplica,no aplica,soltera,sexto-bachiller,ninguno,comuna5,urb. el bosque,oficios varios,3.0,propia,3,,masculino,hijo(a),1.0,5.0,soltero,quinto,no registro,ninguno,comuna5,urb. el bosque,propia
2022-08-03T00:00:00.000,martes,2022-06-03T00:00:00.000,domingo,no aplica,no,no,si,no,si,no,femenino,26.0,no aplica,no aplica,soltera,trcero-bachiller,ninguno,comuna4,el obrero,ama de casa,2.0,alquilada,5,,masculino,exconyugue,2.0,4.0,soltero,no registro,obrero,ninguno,comuna3,no aplica,no registro
2022-09-03T00:00:00.000,miercoles,no aplica,no aplica,no aplica,no,si,si,no,si,no,femenino,49.0,si,no,soltera,tecnologa,ninguno,comuna5,primero de mayo,empleada,,alquilada,no aplica,16.0,masculino,exconyugue,1.0,,soltero,bachiller,empleado,ninguno,comuna7,sesquicentenario,no registro
2022-10-03T00:00:00.000,jueves,14/02/2022,lunes,no aplica,no,si,si,no,si,no,femenino,44.0,no aplica,no aplica,soltera,bachiller,ninguno,comuna5,san pedro,no registro,2.0,familiar,3,3.0,masculino,exconyugue,2.0,8.0,soltero,no registro,constructor,ninguno,comuna4,el obrero,no aplica
2022-10-03T00:00:00.000,jueves,no aplica,no aplica,no aplica,no,no,n,si,si,no,femenino,84.0,no aplica,no aplica,soltera,bachiller,ninguno,comuna6,la trinidad,estilista,,alquilada,no aplica,3.0,masculino,hijo(a),3.0,49.0,unión libre,primaria,pintor de carros,ninguno,comuna7,la independencia,propia
2022-12-03T00:00:00.000,domingo,2022-02-03T00:00:00.000,miércoles,no aplica,si,si,si,no,si,no,femenino,25.0,no aplica,no aplica,unión libre,bachillerato,ninguno,comuna5,urb. buenos aires,ama de casa,2.0,alquilada,4,6.0,masculino,coyugue,2.0,2.0,unión libre,bachiller,operario de maquina,ninguno,comuna5,urb. buenos aires,alquilada
2022-12-03T00:00:00.000,domingo,2022-11-03T00:00:00.000,viernes,no aplica,no,si,si,no,si,no,femenino,26.0,no,no,unión libre,no registro,ninguno,comuna5,danubio,ama de casa,2.0,alquilada,3,,masculino,coyugue,2.0,6.0,soltero,bachiller,empleado,ninguno,comuna7,barrio nuevo,alquilada
15/03/2022,martes,2022-07-03T00:00:00.000,lunes,no aplica,no,si,si,no,si,no,femenino,73.0,no aplica,no aplica,separado(a),no registro,ninguno,comuna3,emilia,ama de casa,5.0,propia,no aplica,,masculino,coyugue,5.0,,unión libre,primaria,pensionado,ninguno,comuna3,emilia,propia
17/03/2022,jueves,16/03/2022,miércoles,10.a.m,no,no,si,no,si,no,masculino,76.0,no,no,unión libre,postgrado,ninguno,comuna6,la trinidad,abogado,6.0,familiar,7,,masculino,hijo(a),3.0,22.0,no registro,bachiller,comerciante,ninguno,no aplica,no aplica,no registro
17/03/2022,jueves,no aplica,no aplica,no aplica,si,no,si,no,si,no,masculino,65.0,no,no,casado(a),trcero-bachiller,ninguno,comuna5,san pedro,comerciante,3.0,propia,no aplica,7.0,femenino,exconyugue,3.0,41.0,casada,quinto- primaria,ama de casa,ninguno,comuna5,san pedro,familiar
17/03/2022,jueves,2022-12-03T00:00:00.000,sabado,12: p.m,si,no,si,no,si,no,femenino,75.0,no,no,divorciado,postgrado,ninguno,comuna6,caicelandia,jubilada,,propia,9,,femenino,hijo(a),,,soltero,postgrado,docente,ninguno,comuna6,caicelandia,familiar
20/03/2022,domingo,no aplica,no aplica,no aplica,no,si,si,no,si,no,masculino,23.0,no,no,unión libre,bachiller,ninguno,comuna2,urb. campestre,independiente,2.0,alquilada,3,4.0,femenino,exconyugue,1.0,8.0,soltero,no registro,modelo de catalago,ninguno,comuna2,altamira,alquilada
22/03/2022,martes,20/03/2022,domingo,11,no,si,si,no,si,no,femenino,24.0,no aplica,no aplica,unión libre,primaria,ninguno,comuna5,san jorge,ventas,1.0,alquilada,3,5.0,masculino,exconyugue,1.0,8.0,unión libre,bachiller,construccion,ninguno,comuna1,zamorano,alquilada
23/03/2022,miercoles,20/03/2022,domingo,no aplica,no,no,si,no,si,no,femenino,51.0,no aplica,no aplica,soltera,bachiller,ninguno,comuna7,guayacanes del ingenio,ama de casa,2.0,propia,6,,femenino,hijo(a),,,soltero,postgrado,no registro,ninguno,comuna7,guayacanes del ingenio,no registro
25/03/2022,viernes,no aplica,no aplica,no aplica,si,no,si,no,si,no,femenino,58.0,si,afrocolombiano,viudo(a),bachiller,ninguno,comuna7,no aplica,artesana,2.0,alquilada,3,,masculino,hermano(a),1.0,24.0,soltero,primaria,soldador,ninguno,comuna7,no aplica,alquilada
25/03/2022,viernes,no aplica,no aplica,no aplica,si,no,si,no,si,no,femenino,46.0,no aplica,no aplica,soltera,segundo bachiller,ninguno,comuna7,parques de la italia,independiente,6.0,alquilada,2,,masculino,hijo(a),,,soltero,cuarto-bachiler,empleado,ninguno,comuna7,parques de la italia,alquilada
26/03/2022,sabado,24/03/2022,jueves,no aplica,no,no,si,no,si,no,masculino,58.0,no aplica,no aplica,soltera,bachiller,ninguno,comuna7,parques de la italia,guarda seguridad,,propia,1,4.0,femenino,exconyugue,,,no registro,no registro,no registro,ninguno,no aplica,no aplica,no registro
27/03/2022,domingo,no aplica,no aplica,no aplica,no,si,si,no,si,no,masculino,,no aplica,no aplica,soltera,bachiller,ninguno,no aplica,no aplica,oficios varios,3.0,propia,no aplica,5.0,masculino,hermano(a),2.0,14.0,soltero,bachiller,empleado,ninguno,comuna5,san pedro,propia
28/03/2022,lunes,no aplica,no aplica,no aplica,no,no,si,si,si,no,femenino,38.0,no,no,soltera,no registro,ninguno,comuna5,municipal,estilista,2.0,propia,3,,masculino,exconyugue,2.0,20.0,no registro,tecnico,docente,ninguno,no aplica,no aplica,propia
28/03/2022,lunes,no aplica,no aplica,no aplica,no,si,si,no,si,no,femenino,29.0,no,no,soltera,octavo-bachiller,ninguno,comuna7,el sembrador,ayudante de cocina,3.0,alquilada,4,,masculino,exconyugue,1.0,1.0,soltero,no registro,ayudante de chofer,ninguno,no aplica,no aplica,alquilada
28/03/2022,lunes,no aplica,no aplica,no aplica,si,si,si,no,si,no,masculino,42.0,si,no,divorciado,bachiller,ninguno,comuna5,no aplica,labores del campo,3.0,familiar,4,2.0,femenino,hijo(a),1.0,6.0,soltera,octavo- bachiller,no,ninguno,comuna5,no aplica,familiar
28/03/2022,lunes,no aplica,no aplica,no aplica,no,no,si,si,si,no,masculino,32.0,no,no,union libre,tecnologo,ninguno,comuna5,primero de mayo,comerciante,1.0,propia,no aplica,,femenino,exconyugue,1.0,3.0,soltera,postgrado,empleada,ninguno,comuna2,urb. parque de la merced,no registro
29/03/2022,martes,28/03/2022,lunes,06:00 a. m.,no,no,si,no,si,no,femenino,32.0,no aplica,no aplica,casada,bachiller,ninguno,comuna7,parques de la italia,independiente,2.0,propia,4,4.0,masculino,coyugue,2.0,7.0,casado,primaria,empleado,ninguno,comuna7,parques de la italia,propia
2022-02-03T00:00:00.000,miércoles,2022-02-03T00:00:00.000,miércoles,12:00 a.m.,si,si,si,no,si,no,femenino,36.0,no,no,soltero(a),primaria incompleta,ninguno,comuna1,ignacio torres,independiente,0.0,familiar,2,0.0,masculino,ex-conyuge,0.0,0.0,soltero(a),primaria incompleta,desempleado,ninguno,comuna2,portal de las palmas,familiar
2022-03-03T00:00:00.000,jueves,2022-12-02T00:00:00.000,sábado,9:11 a.m,si,si,si,no,si,no,femenino,28.0,no,no,unión libre,técnico,ninguno,comuna1,caimitos,independiente,2.0,propia,2,0.0,masculino,conyuge,6.0,41.0,soltero(a),primaria incompleta,desempleado,ninguno,comuna1,caimitos,familiar
2022-03-03T00:00:00.000,jueves,2021-09-12T00:00:00.000,jueves,11:16 a.m,si,no,si,no,si,no,femenino,33.0,no,no,soltero(a),bachiller completo,ninguno,comuna1,la cosecha,empleado,2.0,propia,2,0.0,masculino,ex-conyuge,0.0,23.0,soltero(a),tecnólogo,independiente,ninguno,comuna1,zamorano,propia
2022-04-03T00:00:00.000,viernes,2022-03-03T00:00:00.000,jueves,18:45 p.m.,si,si,si,no,si,no,masculino,40.0,no,no,unión libre,tecnólogo,ninguno,comuna1,cosecha,independiente,0.0,propia,4,0.0,masculino,conyuge,0.0,38.0,casado(a),primaria incompleta,empleado,ninguno,comuna1,cosecha,familiar
2022-04-03T00:00:00.000,viernes,28/02/2022,lunes,19:00 p.m.,si,si,si,no,si,no,femenino,57.0,no,no,casado(a),técnico,ninguno,comuna1,zamorano,independiente,0.0,propia,4,0.0,masculino,conyuge,0.0,60.0,casado(a),primaria incompleta,desempleado,ninguno,comuna1,zamorano,familiar
2022-07-03T00:00:00.000,lunes,2022-07-03T00:00:00.000,lunes,14:32 p.m.,si,no,si,no,si,no,femenino,24.0,no,no,unión libre,bachiller incompleto,ninguno,comuna1,villa diana,independiente,0.0,propia,11,0.0,masculino,ex-conyuge,5.0,51.0,unión libre,primaria incompleta,independiente,ninguno,comuna1,rerservas de zamorano,alquilada
2022-09-03T00:00:00.000,miércoles,2022-04-03T00:00:00.000,viernes,15:10 p.m.,si,si,si,no,si,no,femenino,58.0,no,no,casado(a),primaria completa,ninguno,comuna2,alameda,independiente,2.0,propia,2,0.0,masculino,conyuge,0.0,66.0,casado(a),primaria incompleta,independiente,ninguno,comuna5,siete de agosto,alquilada
14/03/2022,lunes,13/03/2022,domingo,9:30 a.m.,si,si,si,no,si,no,femenino,38.0,no,no,soltero(a),bachiller completo,ninguno,comuna1,la cosecha,independiente,1.0,familiar,2,4.0,masculino,ex-conyuge,1.0,41.0,soltero(a),bachiller completo,independiente,ninguno,comuna1,la cosecha,propia
14/03/2022,lunes,13/03/2022,domingo,9:30 a.m.,si,si,si,no,si,no,masculino,72.0,no,si,unión libre,primaria incompleta,ninguno,comuna1,simón bolívar,pensionado,0.0,propia,2,0.0,femenino,conyuge,1.0,45.0,unión libre,primaria incompleta,independiente,ninguno,comuna1,simón bolívar,familiar
15/03/2022,martes,2022-10-03T00:00:00.000,jueves,14:03 p.m.,si,no,si,no,si,no,femenino,52.0,no,no,soltero(a),bachiller incompleto,ninguno,comuna1,zamorano,independiente,0.0,propia,2,0.0,masculino,tío(a),0.0,0.0,unión libre,primaria incompleta,independiente,ninguno,comuna1,zamorano,alquilada
22/03/2022,martes,20/03/2022,domingo,15:52 p.m.,si,si,si,no,si,no,femenino,40.0,no,si,soltero(a),bachiller completo,ninguno,comuna2,juan pablo ii,independiente,0.0,propia,2,0.0,masculino,ex-conyuge,0.0,40.0,soltero(a),primaria incompleta,independiente,ninguno,comuna2,juan pablo ii,alquilada
23/03/2022,miércoles,23/03/2022,miércoles,10:23 a.m.,si,si,si,no,si,no,femenino,55.0,no,si,casado(a),primaria incompleta,ninguno,comuna1,zamorano,independiente,0.0,propia,6,0.0,masculino,conyuge,0.0,53.0,casado(a),primaria incompleta,independiente,ninguno,comuna1,zamorano,alquilada
24/03/2022,jueves,24/03/2022,martes,9:00 a.m.,si,si,si,no,si,no,femenino,82.0,no,no,viudo(a),primaria incompleta,ninguno,comuna2,santa isabel,independiente,7.0,propia,2,0.0,masculino,hijo(a),0.0,24.0,soltero(a),primaria incompleta,independiente,ninguno,comuna2,santa isabel,alquilada
24/03/2022,jueves,21/03/2022,lunes,20:00 p.m.,si,si,si,no,si,no,femenino,25.0,no,no,soltero(a),bachiller completo,ninguno,comuna1,la esperanza,independiente,1.0,alquilada,2,0.0,masculino,conyuge,3.0,31.0,unión libre,primaria incompleta,independiente,ninguno,comuna1,caimitos,alquilada
25/03/2022,viernes,25/03/2022,viernes,15:04 p.m.,si,si,si,no,si,no,femenino,28.0,no,no,soltero(a),técnico,ninguno,comuna1,ignacio torres,independiente,1.0,propia,2,0.0,masculino,conyuge,1.0,26.0,soltero(a),primaria incompleta,independiente,ninguno,comuna5,san pedro,alquilada
2022-02-03T00:00:00.000,miercoles,14/02/2022,lunes,12:49 p. m.,no,si,si,no,si,no,femenino,36.0,no,ninguna,union libre,bachiller,palmaseca,comuna9,cgto palmaseca,empleada,3.0,prestada,4,3.0,masculino,expareja,6.0,46.0,soltero,primaria completa,empleado,cali,cali,no aplica,rentada
2022-02-03T00:00:00.000,miercoles,2021-11-12T00:00:00.000,sabado,04:00 p. m.,no,si,si,no,si,no,femenino,20.0,no,ninguna,soltera,profesional incompleto,rozo,comuna8,cgto rozo,estudiante,1.0,rentada,3,1.0,masculino,expareja,0.0,20.0,no aporta,primaria,empleado,rozo,comuna 8,no aplica,familiar
2022-02-03T00:00:00.000,miercoles,2022-01-03T00:00:00.000,martes,05:00 p. m.,si,si,si,si,si,no,masculino,55.0,no,ninguno,unión libre,primaria,no aplica,comuna8,cgto rozo,de obra,0.0,rentada,no aplica,0.0,femenino,pareja,0.0,33.0,no aporta,cocinera,empleada,rozo,comuna 8,no aplica,rentada
2022-03-03T00:00:00.000,jueves,2022-03-03T00:00:00.000,martes,16-.00,no,no,si,si,si,no,femenino,30.0,no,ninguno,soltera,bachiller,rozo,comuna8,cgto rozo,ama de casas,3.0,familiar,4,1.0,no aplica,padre,3.0,42.0,soltero,primaria,oficios varios,rozo,comuna8,cgto rozo,no aplica
25/03/2022,viernes,25/03/2022,jueves,09:00 p. m.,no,si,si,no,si,no,femenino,38.0,no,ninguna,soltera,bachiller incompleto,no aplica,comuna8,cgto rozo,oficios varios,3.0,alquilada,4,8.0,masculino,ex-conyuge,3.0,48.0,soltero,no aporta,independienteamaimne pasamdo el corregimiento de rozo,no aplica,no aplica,no aplica,familiar
28/03/2022,lunes,27/03/2022,domingo,05:00 p. m.,no,si,si,si,si,no,femenino,24.0,no,ninguno,soltera,bachiller incomp'leto,no aplica,comuna8,cgto rozo,no trabaja,1.0,familiar,2,5.0,masculino,pareja,2.0,25.0,soltero,bachiller,oficios varios,rozo,comuna8,cgto rozo,familiar
1/2/21,sabado,no aplica,no aplica,16:00,no,no,si,no,si,no,f,,no aplica,no aplica,soltera,bachiller,no aplica,5,no aplica,ama de casa,2.0,rentada,no aplica,2.0,m,ex compañero,2.0,,soltero,no aplica,no aplica,no aplica,7,no aplica,rentada
1/2/21,sabado,no aplica,no aplica,no aplica,no,si,si,no,no,no,f,,no aplica,no aplica,casada,univeristario,no aplica,6,no aplica,comerciante,2.0,familiar,no aplica,,m,ex compañero,2.0,,no aplica,no aplica,empleado,no aplica,5,no aplica,no aplica
1/3/21,domingo,no aplica,no aplica,17:20,si,si,si,no,si,no,f,,no aplica,no aplica,soltera,bachiller,no aplica,6,no aplica,impulsadora de produccion,1.0,familiar,no aplica,6.0,m,compañero,1.0,,soltero,bachiller,conductor,no aplica,1,no aplica,rentada
1/4/20,lunes,12/31/20,jueves,10:00,no,si,si,no,no,no,f,,no aplica,no aplica,soltera,no aplica,no aplica,1,no aplica,ama de casa,1.0,rentada,no aplica,5.0,m,ex compañero,1.0,,soltero,no aplica,soldado,no aplica,7,no aplica,rentada
1/4/20,lunes,no aplica,no aplica,17:30,si,no,si,no,si,no,f,,no aplica,no aplica,soltera,bachiller,no aplica,7,no aplica,independiente,3.0,rentada,no aplica,3.0,m,hijo,,,union libre,6 de bachillerato,oficios varios,no aplica,7,no aplica,rentada
1/4/21,lunes,no aplica,no aplica,21:30,no,si,si,no,no,no,f,,no aplica,no aplica,casada,bachiller,no aplica,5,no aplica,estudiante,1.0,rentada,no aplica,1.0,m,ex compañero,1.0,,casado,no aplica,trabajador,no aplica,7,no aplica,rentada
1/5/21,martes,no aplica,no aplica,10:30,no,no,si,no,no,no,f,,no aplica,no aplica,soltera,3 primaria,no aplica,7,no aplica,independiente,3.0,rentada,no aplica,3.0,m,ex compañero,2.0,,soltero,bachiller,ayudante de pinturas,no aplica,4,no aplica,rentada
1/5/21,martes,no aplica,no aplica,10:36,no,no,no,no,si,no,m,,no aplica,no aplica,soltero,bachiller,no aplica,7,no aplica,auxiliar de patio,3.0,rentada,no aplica,1.0,f,ex compañera,3.0,,union libre,bachiller,oficios varios,no aplica,6,no aplica,familiar
